e_Prénom,e_Nom,e_NuméroÉtudiant,e_CodePermanent,e_ProfilDeFormationÉtudiant,e_SessionÉtudes,e_SigleDuCours,e_TitreDuCours,e_NoteFinaleDuCours,e_ProfilDeFormationDuProgramme
Mariana,Carrasco,83746580,CARM25108525,Sciences,"Été 2022","ENV 3017","Santé et environnement",A,"Science et technologie"
Mariana,Carrasco,83746580,CARM25108525,Sciences,"Été 2022","ENV 4014","Technologies d'assainissement et prévention de la pollution",B,"Science et technologie"
Mariana,Carrasco,83746580,CARM25108525,Sciences,"Été 2022","ENV 1110","Changements climatiques",B,"Science et technologie"
Mariana,Carrasco,83746580,CARM25108525,Sciences,"Été 2022","ENV 3026","Administration (économie) et gestion du développement durable",B,"Science et technologie"
Román,Pino,93756430,PINR25089435,Sciences,"Été 2020","SCI 1021","Sciences, techniques et civilisations: de l'Antiquité à la Rennaissance",A,"Science et technologie"
Román,Pino,93756430,PINR25089435,Sciences,"Été 2020","ENV 1101","Introduction à la gestion des ressources naturelles",A,"Science et technologie"
Román,Pino,93756430,PINR25089435,Sciences,"Été 2020","ENV 2010","Gestion des ressources: faune et habitat",B,"Science et technologie"
Román,Pino,93756430,PINR25089435,Sciences,"Été 2020","ENV 3111","Gestion environnementale des ressources forestières",C,"Science et technologie"
Fatna,Ayed,56473847,AYEF19049326,Sciences,"Hiver 2021","ENV 3017","Santé et environnement",B,"Science et technologie"
Fatna,Ayed,56473847,AYEF19049326,Sciences,"Hiver 2021","ENV 4014","Technologies d'assainissement et prévention de la pollution",B,"Science et technologie"
Fatna,Ayed,56473847,AYEF19049326,Sciences,"Hiver 2021","ENV 1110","Changements climatiques",A,"Science et technologie"
Fatna,Ayed,56473847,AYEF19049326,Sciences,"Hiver 2021","ENV 3026","Administration (économie) et gestion du développement durable",A,"Science et technologie"
Himaya,Chalobah,47364840,CHAH21118642,Sciences,"Automne 2022","ENV 3026","Administration (économie) et gestion du développement durable",C,"Science et technologie"
Himaya,Chalobah,47364840,CHAH21118642,Sciences,"Automne 2022","ENV 4016","Améganement du territoire et environnement",B,"Science et technologie"
Himaya,Chalobah,47364840,CHAH21118642,Sciences,"Automne 2022","INF 1250","Introduction aux bases de données",A,"Science et technologie"
Himaya,Chalobah,47364840,CHAH21118642,Sciences,"Automne 2022","INF 1425","Algorithmique et structures de données",A,"Science et technologie"
